case_id,model_a,model_b,winner,reasoning_effort_a,reasoning_effort_b
lean-add-comm-multi,claude-haiku-4.5,claude-opus-4.7-high,b,,
lean-add-comm-multi,claude-haiku-4.5,claude-sonnet-4.6,b,,
lean-add-comm-multi,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-mwe-minimize,claude-haiku-4.5,claude-opus-4.7-high,a,,
lean-mwe-minimize,claude-haiku-4.5,claude-sonnet-4.6,a,,
lean-mwe-minimize,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-proof-omega-multi,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-proof-omega-multi,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-proof-omega-multi,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-quality-no-sorry,claude-haiku-4.5,claude-opus-4.7-high,b,,
lean-quality-no-sorry,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-quality-no-sorry,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-setup-import,claude-haiku-4.5,claude-opus-4.7-high,a,,
lean-setup-import,claude-haiku-4.5,claude-sonnet-4.6,a,,
lean-setup-import,claude-opus-4.7-high,claude-sonnet-4.6,a,,
mathlib-lookup-finset,claude-haiku-4.5,claude-opus-4.7-high,b,,
mathlib-lookup-finset,claude-haiku-4.5,claude-sonnet-4.6,a,,
mathlib-lookup-finset,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-ai-formalization-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-ai-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-applied-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-applied-reasoning-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-applied-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-causal-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-causal-reasoning-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-causal-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-integration-protocol-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-integration-protocol-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-integration-protocol-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-knowledge-formalization-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-knowledge-formalization-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-knowledge-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-mwe-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
lean-mwe-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
lean-mwe-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-nested-learning-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-nested-learning-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-nested-learning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-proof-omega,claude-haiku-4.5,claude-opus-4.7-high,a,,
lean-proof-omega,claude-haiku-4.5,claude-sonnet-4.6,a,,
lean-proof-omega,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-retroactive-audit-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-retroactive-audit-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-retroactive-audit-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-security-formalization-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-security-formalization-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-security-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-specification-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-specification-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-specification-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-ai-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-ai-formalization-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-ai-formalization-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-applied-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-applied-reasoning-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-applied-reasoning-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-causal-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-causal-reasoning-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-causal-reasoning-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-integration-protocol-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-integration-protocol-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-integration-protocol-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-knowledge-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-knowledge-formalization-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-knowledge-formalization-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-mwe-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-mwe-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
lean-mwe-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
lean-nested-learning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-nested-learning-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-nested-learning-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-proof-omega,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-proof-omega,claude-opus-4.7-high,claude-haiku-4.5,a,,
lean-proof-omega,claude-sonnet-4.6,claude-haiku-4.5,a,,
lean-retroactive-audit-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-retroactive-audit-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-retroactive-audit-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-security-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-security-formalization-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-security-formalization-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-specification-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-specification-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-specification-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-ai-formalization-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-ai-formalization-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-applied-reasoning-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-applied-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-applied-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-causal-reasoning-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-causal-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-causal-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-integration-protocol-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-integration-protocol-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-integration-protocol-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-knowledge-formalization-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-knowledge-formalization-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-knowledge-formalization-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-mwe-smoke,claude-haiku-4.5,gpt-5.4,b,,
lean-mwe-smoke,claude-opus-4.7-high,gpt-5.4,a,,
lean-mwe-smoke,claude-sonnet-4.6,gpt-5.4,a,,
lean-nested-learning-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-nested-learning-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-nested-learning-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-proof-omega,claude-haiku-4.5,gpt-5.4,a,,
lean-proof-omega,claude-opus-4.7-high,gpt-5.4,draw,,
lean-proof-omega,claude-sonnet-4.6,gpt-5.4,draw,,
lean-retroactive-audit-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-retroactive-audit-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-retroactive-audit-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-security-formalization-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-security-formalization-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-security-formalization-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-specification-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-specification-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-specification-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-ai-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-ai-formalization-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-ai-formalization-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-applied-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-applied-reasoning-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-applied-reasoning-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-applied-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-applied-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-applied-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-causal-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-causal-reasoning-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-causal-reasoning-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-causal-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-causal-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-causal-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-integration-protocol-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-integration-protocol-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-integration-protocol-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-integration-protocol-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-integration-protocol-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-integration-protocol-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-knowledge-formalization-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-knowledge-formalization-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-knowledge-formalization-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-knowledge-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-knowledge-formalization-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-knowledge-formalization-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-mwe-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
lean-mwe-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
lean-mwe-smoke,claude-haiku-4.5,gpt-5.4,b,,
lean-mwe-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-mwe-smoke,claude-opus-4.7-high,gpt-5.4,a,,
lean-mwe-smoke,claude-sonnet-4.6,gpt-5.4,a,,
lean-nested-learning-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-nested-learning-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-nested-learning-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-nested-learning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-nested-learning-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-nested-learning-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-proof-omega,claude-haiku-4.5,claude-opus-4.7-high,a,,
lean-proof-omega,claude-haiku-4.5,claude-sonnet-4.6,a,,
lean-proof-omega,claude-haiku-4.5,gpt-5.4,a,,
lean-proof-omega,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-proof-omega,claude-opus-4.7-high,gpt-5.4,draw,,
lean-proof-omega,claude-sonnet-4.6,gpt-5.4,draw,,
lean-retroactive-audit-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-retroactive-audit-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-retroactive-audit-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-retroactive-audit-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-retroactive-audit-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-retroactive-audit-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-security-formalization-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-security-formalization-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-security-formalization-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-security-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-security-formalization-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-security-formalization-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-specification-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-specification-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-specification-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-specification-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-specification-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-specification-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,claude-opus-4.7,draw,,default-effort
lean-ai-formalization-smoke,claude-haiku-4.5,gpt-5.2,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
lean-ai-formalization-smoke,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
lean-ai-formalization-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
